"BBF"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/forst/forstb.html.de\" target=_blank \>Bereichsbibliothek Forstwissenschaften (BBF)\</a\>",
"BBF : MAG"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/forst/forstb.html.de\" target=_blank \>Bereichsbibliothek Forstwissenschaften (BBF : MAG)\</a\>\<br\>  \&nbsp; \<IMG src=\<\%url(ARROW)\> border=0\> Bitte \&uuml;ber die Theke bestellen",
"BBF : K"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/forst/forstb.html.de\" target=_blank \>Bereichsbibliothek Forstwissenschaften (BBF : K)\</a\>\<br\>  \&nbsp; \<IMG src=\<\%url(ARROW)\> border=0\> Bitte \&uuml;ber die Theke bestellen",
"BBF : DDG"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/forst/forstb.html.de\" target=_blank \>Bereichsbibliothek Forstwissenschaften (BBF : DDG)\</a\>\<br\>  \&nbsp; \<IMG src=\<\%url(ARROW)\> border=0\> Bitte \&uuml;ber die Theke bestellen",
"BBM"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_medb.htm.de\" target=_blank \>Bereichsbibliothek Medizin (BBM)\</a\>",
"THEKE-BBM"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_medb.htm.de\" target=_blank \>Bereichsbibliothek Medizin, Theke\</a\>",
"THEKE BBM"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_medb.htm.de\" target=_blank \>Bereichsbibliothek Medizin, Theke\</a\>",
"BBM-LBS"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_medb.htm.de\" target=_blank \>Bereichsbibliothek Medizin, Lehrbuchsammlung (BBM-LBS)\</a\>",
"BBM-MAG"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_medb.htm.de\" target=_blank \>Bereichsbibliothek Medizin (BBM-MAG).\</a\> Bitte bestellen",
"BBM-MAG1"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_medb.htm.de\" target=_blank \>Bereichsbibliothek Medizin (BBM-MAG1).\</a\> Bitte bestellen",
"BBM-MAG2"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_medb.htm.de\" target=_blank \>Bereichsbibliothek Medizin (BBM-MAG2).\</a\> Bitte bestellen",
"BBM-MAG3"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_medb.htm.de\" target=_blank \>Bereichsbibliothek Medizin (BBM-MAG3).\</a\> Bitte bestellen",
"BBN"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_chemb.htm.de\" target=_blank \>Bereichsbibliothek Chemie (BBN)\</a\>",
"BBN-THEKE"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_chemb.htm.de\" target=_blank \>Bereichsbibliothek Chemie, Theke\</a\>",
"BBN-LBS"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_chemb.htm.de\" target=_blank \>Bereichsbibliothek Chemie, Lehrbuchsammlung (BBN-LBS)\</a\>",
"BBP"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_physb.htm.de\" target=_blank \>Bereichsbibliothek Physik (BBP)\</a\>",
"BBP-LBS"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_physb.htm.de\" target=_blank \>Bereichsbibliothek Physik, Lehrbuchsammlung (BBP-LBS)\</a\>",
"BBP-Theke"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_physb.htm.de\" target=_blank \>Bereichsbibliothek Physik, Theke\</a\>",
"BBP-THEKE"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_physb.htm.de\" target=_blank \>Bereichsbibliothek Physik, Theke\</a\>",
"THEKE-BBP"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_physb.htm.de\" target=_blank \>Bereichsbibliothek Physik, Theke\</a\>",
"THEKE BBP"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_physb.htm.de\" target=_blank \>Bereichsbibliothek Physik, Theke\</a\>",
"BIB"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_ztrinf.htm\" target=_blank \>SUB: Bibliografischer Apparat (BIB)\</a\>",
"BIB-IVS-II"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_ztrinf.htm\" target=_blank \>SUB: Bibliografischer Apparat (BIB-IVS-II).\</a\> Ausgabe an der Theke." ,
"ZUG"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_ztrinf.htm\" target=_blank \>SUB: Zeitungsuntergeschoss (ZUG)\</a\>",
"KTS-FH£\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_karten.htm.de\"target=_blank\>SUB, Historisches Geb\&auml;ude: Kartensammlung Handapparat (KTS)\</a\>",
"KTS£\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_karten.htm.de\"target=_blank\>SUB, Historisches Geb\&auml;ude: Kartensammlung (KTS)\</a\>",
"LBS"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_lbs.htm.de\" target=_blank\>SUB: Lehrbuchsammlung (LBS)\</a\>",
"THEKE LBS"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_lbs.htm.de\" target=_blank\>SUB: Theke Leihstelle\</a\>",
"LS1"£"\<a href=\"http://www.sub.uni-goettingen.de/ebene_1/1_lesesa.htm.de\" target=_blank \>SUB: Lesesaal 1. Etage (LS1)\</a\>",
